case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
lean-specification-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-specification-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.2,a,,
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.2,a,,
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
math-algebra-category-smoke,gpt-5.2,gpt-5.4,b,,
math-algebra-category-smoke,gpt-5.2,gpt-5.4-mini,b,,
math-algebra-category-smoke,gpt-5.2,gpt-5.4,b,,long
math-algebra-category-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-algebra-category-smoke,gpt-5.4,gpt-5.4,draw,,long
math-algebra-category-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.2,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.4,b,,long
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-graph-knowledge-smoke,gpt-5.2,gpt-5.4,draw,,
math-graph-knowledge-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-graph-knowledge-smoke,gpt-5.2,gpt-5.4,draw,,long
math-graph-knowledge-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-graph-knowledge-smoke,gpt-5.4,gpt-5.4,draw,,long
math-graph-knowledge-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.2,b,,
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.4,b,,long
math-measure-probability-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-measure-probability-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-measure-probability-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-measure-probability-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-measure-probability-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-measure-probability-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-measure-probability-smoke,gpt-5.2,gpt-5.4,draw,,
math-measure-probability-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-measure-probability-smoke,gpt-5.2,gpt-5.4,draw,,long
math-measure-probability-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-measure-probability-smoke,gpt-5.4,gpt-5.4,draw,,long
math-measure-probability-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-nonlinear-dynamics-smoke,claude-haiku-4.5,gpt-5.2,draw,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
math-nonlinear-dynamics-smoke,gpt-5.2,gpt-5.4,b,,
math-nonlinear-dynamics-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-nonlinear-dynamics-smoke,gpt-5.2,gpt-5.4,draw,,long
math-nonlinear-dynamics-smoke,gpt-5.4,gpt-5.4-mini,a,,
math-nonlinear-dynamics-smoke,gpt-5.4,gpt-5.4,a,,long
math-nonlinear-dynamics-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-optimization-game-smoke,claude-haiku-4.5,gpt-5.2,draw,,
math-optimization-game-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-optimization-game-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-optimization-game-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-optimization-game-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-optimization-game-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-optimization-game-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
math-optimization-game-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
math-optimization-game-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
math-optimization-game-smoke,gpt-5.2,gpt-5.4,b,,
math-optimization-game-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-optimization-game-smoke,gpt-5.2,gpt-5.4,draw,,long
math-optimization-game-smoke,gpt-5.4,gpt-5.4-mini,a,,
math-optimization-game-smoke,gpt-5.4,gpt-5.4,a,,long
math-optimization-game-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-product-management-smoke,claude-haiku-4.5,gpt-5.2,draw,,
math-product-management-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
math-product-management-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-product-management-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-product-management-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
math-product-management-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-product-management-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-product-management-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-product-management-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-product-management-smoke,gpt-5.2,gpt-5.4,draw,,
math-product-management-smoke,gpt-5.2,gpt-5.4-mini,a,,
math-product-management-smoke,gpt-5.2,gpt-5.4,draw,,long
math-product-management-smoke,gpt-5.4,gpt-5.4-mini,a,,
math-product-management-smoke,gpt-5.4,gpt-5.4,draw,,long
math-product-management-smoke,gpt-5.4-mini,gpt-5.4,b,,long
math-project-management-smoke,claude-haiku-4.5,gpt-5.2,draw,,
math-project-management-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-project-management-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-project-management-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-project-management-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-project-management-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-project-management-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-project-management-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-project-management-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-project-management-smoke,gpt-5.2,gpt-5.4,draw,,
math-project-management-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-project-management-smoke,gpt-5.2,gpt-5.4,draw,,long
math-project-management-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-project-management-smoke,gpt-5.4,gpt-5.4,draw,,long
math-project-management-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-strategy-studio-smoke,claude-haiku-4.5,gpt-5.2,draw,,
math-strategy-studio-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-strategy-studio-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-strategy-studio-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-strategy-studio-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-strategy-studio-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-strategy-studio-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-strategy-studio-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-strategy-studio-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-strategy-studio-smoke,gpt-5.2,gpt-5.4,draw,,
math-strategy-studio-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-strategy-studio-smoke,gpt-5.2,gpt-5.4,draw,,long
math-strategy-studio-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-strategy-studio-smoke,gpt-5.4,gpt-5.4,draw,,long
math-strategy-studio-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-time-series-smoke,claude-haiku-4.5,gpt-5.2,b,,
math-time-series-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
math-time-series-smoke,claude-haiku-4.5,gpt-5.4,b,,long
math-time-series-smoke,claude-opus-4.7-high,gpt-5.2,a,,
math-time-series-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
math-time-series-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
math-time-series-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-time-series-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-time-series-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-time-series-smoke,gpt-5.2,gpt-5.4,draw,,
math-time-series-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-time-series-smoke,gpt-5.2,gpt-5.4,draw,,long
math-time-series-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-time-series-smoke,gpt-5.4,gpt-5.4,draw,,long
math-time-series-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-topology-analysis-smoke,claude-haiku-4.5,gpt-5.2,draw,,
math-topology-analysis-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-topology-analysis-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-topology-analysis-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-topology-analysis-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-topology-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-topology-analysis-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
math-topology-analysis-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
math-topology-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
math-topology-analysis-smoke,gpt-5.2,gpt-5.4,b,,
math-topology-analysis-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-topology-analysis-smoke,gpt-5.2,gpt-5.4,draw,,long
math-topology-analysis-smoke,gpt-5.4,gpt-5.4-mini,a,,
math-topology-analysis-smoke,gpt-5.4,gpt-5.4,a,,long
math-topology-analysis-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
