case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
applied-intelligence-analysis-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
applied-legal-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
applied-strategy-analysis-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-bisect-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-bisect-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-bisect-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-build-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-build-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-build-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-pr-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-pr-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-pr-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
math-algebra-category-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
math-graph-knowledge-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-graph-knowledge-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
math-graph-knowledge-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-measure-probability-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-measure-probability-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-measure-probability-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-optimization-game-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
math-optimization-game-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-optimization-game-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
math-product-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-product-management-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-product-management-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-project-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-project-management-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
math-project-management-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-strategy-studio-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-strategy-studio-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-strategy-studio-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-time-series-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-time-series-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-time-series-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-topology-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-topology-analysis-smoke,claude-opus-4.7-high,claude-haiku-4.5,b,,
math-topology-analysis-smoke,claude-sonnet-4.6,claude-haiku-4.5,b,,
ai-agentic-evolving-smoke,claude-haiku-4.5,gpt-5.4,draw,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,gpt-5.4,a,,
ai-agentic-evolving-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
ai-causal-deontic-smoke,claude-haiku-4.5,gpt-5.4,b,,
ai-causal-deontic-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-causal-deontic-smoke,claude-sonnet-4.6,gpt-5.4,b,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-commonsense-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,gpt-5.4,b,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-high-stakes-verifiable-smoke,claude-sonnet-4.6,gpt-5.4,b,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,gpt-5.4,b,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-symbolic-neuro-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-data-information-security-smoke,claude-haiku-4.5,gpt-5.4,b,,
applied-data-information-security-smoke,claude-opus-4.7-high,gpt-5.4,b,,
applied-data-information-security-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,gpt-5.4,b,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,gpt-5.4,b,,
applied-engineering-disciplines-smoke,claude-sonnet-4.6,gpt-5.4,b,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,gpt-5.4,draw,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
applied-intelligence-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-legal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,b,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,
applied-legal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-strategy-analysis-smoke,claude-haiku-4.5,gpt-5.4,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
applied-strategy-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-bisect-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-bisect-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-bisect-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-build-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-build-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-build-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-pr-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-pr-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-pr-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.4,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-measure-probability-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-measure-probability-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,gpt-5.4,b,,
math-optimization-game-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-optimization-game-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-optimization-game-smoke,claude-sonnet-4.6,gpt-5.4,b,,
math-product-management-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-product-management-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-product-management-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-project-management-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-project-management-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-project-management-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-strategy-studio-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-strategy-studio-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-strategy-studio-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-time-series-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-time-series-smoke,claude-opus-4.7-high,gpt-5.4,a,,
math-time-series-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-topology-analysis-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-topology-analysis-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-topology-analysis-smoke,claude-sonnet-4.6,gpt-5.4,b,,
ai-agentic-evolving-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
ai-agentic-evolving-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
ai-agentic-evolving-smoke,claude-haiku-4.5,gpt-5.4,draw,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,gpt-5.4,a,,
ai-agentic-evolving-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
ai-causal-deontic-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
ai-causal-deontic-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
ai-causal-deontic-smoke,claude-haiku-4.5,gpt-5.4,b,,
ai-causal-deontic-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-causal-deontic-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
ai-causal-deontic-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-commonsense-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,gpt-5.4,b,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-high-stakes-verifiable-smoke,claude-sonnet-4.6,gpt-5.4,b,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,gpt-5.4,b,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,gpt-5.4,b,,
ai-symbolic-neuro-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-data-information-security-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
applied-data-information-security-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
applied-data-information-security-smoke,claude-haiku-4.5,gpt-5.4,b,,
applied-data-information-security-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-data-information-security-smoke,claude-opus-4.7-high,gpt-5.4,b,,
applied-data-information-security-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,gpt-5.4,b,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
applied-engineering-disciplines-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,gpt-5.4,draw,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
applied-intelligence-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
applied-legal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
applied-legal-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
applied-legal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,
applied-legal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,a,,
applied-strategy-analysis-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
applied-strategy-analysis-smoke,claude-haiku-4.5,claude-sonnet-4.6,a,,
applied-strategy-analysis-smoke,claude-haiku-4.5,gpt-5.4,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
applied-strategy-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-bisect-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-bisect-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-bisect-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-bisect-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-bisect-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-bisect-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-build-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-build-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-build-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-build-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-build-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-build-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-pr-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-pr-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-pr-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-pr-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-pr-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-pr-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
math-algebra-category-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-algebra-category-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
math-graph-knowledge-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-graph-knowledge-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-measure-probability-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
math-measure-probability-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-measure-probability-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-measure-probability-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-measure-probability-smoke,claude-sonnet-4.6,gpt-5.4,a,,
