case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
mathlib-lookup-list-nodup,gpt-5.4,gpt-5.4,draw,,long
mathlib-lookup-list-nodup,gpt-5.4,gpt-5.5,draw,,
mathlib-lookup-list-nodup,gpt-5.4-mini,gpt-5.4,b,,long
mathlib-lookup-list-nodup,gpt-5.4-mini,gpt-5.5,b,,
mathlib-lookup-list-nodup,gpt-5.4,gpt-5.5,draw,long,
mathlib-lookup-nat-div-le,claude-haiku-4.5,claude-opus-4.7-high,draw,,
mathlib-lookup-nat-div-le,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
mathlib-lookup-nat-div-le,claude-haiku-4.5,claude-sonnet-4.6,draw,,
mathlib-lookup-nat-div-le,claude-haiku-4.5,gpt-5.2,draw,,
mathlib-lookup-nat-div-le,claude-haiku-4.5,gpt-5.4,draw,,
mathlib-lookup-nat-div-le,claude-haiku-4.5,gpt-5.4-mini,draw,,
mathlib-lookup-nat-div-le,claude-haiku-4.5,gpt-5.4,draw,,long
mathlib-lookup-nat-div-le,claude-haiku-4.5,gpt-5.5,draw,,
mathlib-lookup-nat-div-le,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
mathlib-lookup-nat-div-le,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
mathlib-lookup-nat-div-le,claude-opus-4.7-high,gpt-5.2,draw,,
mathlib-lookup-nat-div-le,claude-opus-4.7-high,gpt-5.4,draw,,
mathlib-lookup-nat-div-le,claude-opus-4.7-high,gpt-5.4-mini,draw,,
mathlib-lookup-nat-div-le,claude-opus-4.7-high,gpt-5.4,draw,,long
mathlib-lookup-nat-div-le,claude-opus-4.7-high,gpt-5.5,draw,,
mathlib-lookup-nat-div-le,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
mathlib-lookup-nat-div-le,claude-opus-4.7,gpt-5.2,draw,default-effort,
mathlib-lookup-nat-div-le,claude-opus-4.7,gpt-5.4,draw,default-effort,
mathlib-lookup-nat-div-le,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
mathlib-lookup-nat-div-le,claude-opus-4.7,gpt-5.4,draw,default-effort,long
mathlib-lookup-nat-div-le,claude-opus-4.7,gpt-5.5,draw,default-effort,
mathlib-lookup-nat-div-le,claude-sonnet-4.6,gpt-5.2,draw,,
mathlib-lookup-nat-div-le,claude-sonnet-4.6,gpt-5.4,draw,,
mathlib-lookup-nat-div-le,claude-sonnet-4.6,gpt-5.4-mini,draw,,
mathlib-lookup-nat-div-le,claude-sonnet-4.6,gpt-5.4,draw,,long
mathlib-lookup-nat-div-le,claude-sonnet-4.6,gpt-5.5,draw,,
mathlib-lookup-nat-div-le,gpt-5.2,gpt-5.4,draw,,
mathlib-lookup-nat-div-le,gpt-5.2,gpt-5.4-mini,draw,,
mathlib-lookup-nat-div-le,gpt-5.2,gpt-5.4,draw,,long
mathlib-lookup-nat-div-le,gpt-5.2,gpt-5.5,draw,,
mathlib-lookup-nat-div-le,gpt-5.4,gpt-5.4-mini,draw,,
mathlib-lookup-nat-div-le,gpt-5.4,gpt-5.4,draw,,long
mathlib-lookup-nat-div-le,gpt-5.4,gpt-5.5,draw,,
mathlib-lookup-nat-div-le,gpt-5.4-mini,gpt-5.4,draw,,long
mathlib-lookup-nat-div-le,gpt-5.4-mini,gpt-5.5,draw,,
mathlib-lookup-nat-div-le,gpt-5.4,gpt-5.5,draw,long,
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,claude-opus-4.7-high,b,,
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,claude-sonnet-4.6,b,,
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,gpt-5.2,b,,
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,gpt-5.4,draw,,
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,gpt-5.4-mini,draw,,
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,gpt-5.4,draw,,long
mathlib-lookup-topology-continuous-comp,claude-haiku-4.5,gpt-5.5,draw,,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,gpt-5.2,draw,,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,gpt-5.4,a,,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,gpt-5.4-mini,a,,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,gpt-5.4,a,,long
mathlib-lookup-topology-continuous-comp,claude-opus-4.7-high,gpt-5.5,a,,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7,gpt-5.2,draw,default-effort,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7,gpt-5.4,a,default-effort,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
mathlib-lookup-topology-continuous-comp,claude-opus-4.7,gpt-5.4,a,default-effort,long
mathlib-lookup-topology-continuous-comp,claude-opus-4.7,gpt-5.5,a,default-effort,
mathlib-lookup-topology-continuous-comp,claude-sonnet-4.6,gpt-5.2,draw,,
mathlib-lookup-topology-continuous-comp,claude-sonnet-4.6,gpt-5.4,a,,
mathlib-lookup-topology-continuous-comp,claude-sonnet-4.6,gpt-5.4-mini,a,,
mathlib-lookup-topology-continuous-comp,claude-sonnet-4.6,gpt-5.4,a,,long
mathlib-lookup-topology-continuous-comp,claude-sonnet-4.6,gpt-5.5,a,,
mathlib-lookup-topology-continuous-comp,gpt-5.2,gpt-5.4,a,,
mathlib-lookup-topology-continuous-comp,gpt-5.2,gpt-5.4-mini,a,,
mathlib-lookup-topology-continuous-comp,gpt-5.2,gpt-5.4,a,,long
mathlib-lookup-topology-continuous-comp,gpt-5.2,gpt-5.5,a,,
mathlib-lookup-topology-continuous-comp,gpt-5.4,gpt-5.4-mini,draw,,
mathlib-lookup-topology-continuous-comp,gpt-5.4,gpt-5.4,draw,,long
mathlib-lookup-topology-continuous-comp,gpt-5.4,gpt-5.5,draw,,
mathlib-lookup-topology-continuous-comp,gpt-5.4-mini,gpt-5.4,draw,,long
mathlib-lookup-topology-continuous-comp,gpt-5.4-mini,gpt-5.5,draw,,
mathlib-lookup-topology-continuous-comp,gpt-5.4,gpt-5.5,draw,long,
mathlib-lookup-finset,claude-haiku-4.5,gpt-5.5,b,,
mathlib-lookup-finset,claude-opus-4.7-high,gpt-5.5,draw,,
mathlib-lookup-finset,claude-sonnet-4.6,gpt-5.5,b,,
